Draw Date,Multiplier,Winning Numbers,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6
3/20/2013,,13 14 17 43 54 15,13,14,17,43,54,15
3/16/2013,,03 07 21 44 53 16,3,7,21,44,53,16
3/13/2013,,05 09 28 32 38 29,5,9,28,32,38,29
3/9/2013,,10 37 40 46 52 12,10,37,40,46,52,12
3/6/2013,,06 10 23 41 45 01,6,10,23,41,45,1
3/2/2013,,03 08 13 41 56 16,3,8,13,41,56,16
2/27/2013,,03 14 20 34 48 21,3,14,20,34,48,21
2/23/2013,,02 05 31 39 41 29,2,5,31,39,41,29
2/20/2013,,03 17 19 25 32 17,3,17,19,25,32,17
2/16/2013,,15 16 46 50 58 29,15,16,46,50,58,29
2/13/2013,,12 23 25 27 43 29,12,23,25,27,43,29
2/9/2013,,05 06 16 36 58 03,5,6,16,36,58,3
2/6/2013,,05 27 36 38 41 12,5,27,36,38,41,12
2/2/2013,,11 16 33 40 41 34,11,16,33,40,41,34
1/30/2013,,14 16 32 47 52 16,14,16,32,47,52,16
1/26/2013,,03 22 26 41 49 18,3,22,26,41,49,18
1/23/2013,,11 12 24 43 45 09,11,12,24,43,45,9
1/19/2013,,08 28 29 34 38 35,8,28,29,34,38,35
1/16/2013,,09 21 28 32 51 35,9,21,28,32,51,35
1/12/2013,,10 14 21 23 47 07,10,14,21,23,47,7
1/9/2013,,11 13 20 27 59 26,11,13,20,27,59,26
1/5/2013,,26 30 49 51 54 25,26,30,49,51,54,25
1/2/2013,,18 20 28 35 53 20,18,20,28,35,53,20
12/29/2012,,36 46 50 52 55 14,36,46,50,52,55,14
12/26/2012,,11 13 23 43 54 04,11,13,23,43,54,4
12/22/2012,,01 18 35 39 44 11,1,18,35,39,44,11
12/19/2012,,05 08 20 23 30 03,5,8,20,23,30,3
12/15/2012,,15 23 40 44 55 14,15,23,40,44,55,14
12/12/2012,,08 10 25 36 44 28,8,10,25,36,44,28
12/8/2012,,07 23 26 40 53 21,7,23,26,40,53,21
12/5/2012,,13 17 19 27 38 12,13,17,19,27,38,12
12/1/2012,,03 10 19 36 46 03,3,10,19,36,46,3
11/28/2012,,05 16 22 23 29 06,5,16,22,23,29,6
11/24/2012,,22 32 37 44 50 34,22,32,37,44,50,34
11/21/2012,,08 18 24 30 39 26,8,18,24,30,39,26
11/17/2012,,03 15 27 58 59 20,3,15,27,58,59,20
11/14/2012,,08 10 30 44 58 13,8,10,30,44,58,13
11/10/2012,,32 42 50 54 55 32,32,42,50,54,55,32
11/7/2012,,32 34 45 52 58 20,32,34,45,52,58,20
11/3/2012,,04 07 09 30 54 25,4,7,9,30,54,25
10/31/2012,,01 27 31 45 48 05,1,27,31,45,48,5
10/27/2012,,22 32 34 36 56 33,22,32,34,36,56,33
10/24/2012,,03 18 21 23 50 04,3,18,21,23,50,4
10/20/2012,,04 21 28 31 44 10,4,21,28,31,44,10
10/17/2012,,01 07 10 23 42 35,1,7,10,23,42,35
10/13/2012,,02 05 25 26 49 18,2,5,25,26,49,18
10/10/2012,,18 26 29 35 43 28,18,26,29,35,43,28
10/6/2012,,15 26 34 36 59 35,15,26,34,36,59,35
10/3/2012,,17 23 36 55 59 10,17,23,36,55,59,10
9/29/2012,,14 18 28 29 57 08,14,18,28,29,57,8
9/26/2012,,13 26 39 41 42 10,13,26,39,41,42,10
9/22/2012,,02 16 18 40 42 33,2,16,18,40,42,33
9/19/2012,,01 05 08 39 50 23,1,5,8,39,50,23
9/15/2012,,03 20 26 43 48 01,3,20,26,43,48,1
9/12/2012,,24 33 36 48 56 06,24,33,36,48,56,6
9/8/2012,,06 20 34 44 48 29,6,20,34,44,48,29
9/5/2012,,04 19 26 42 51 29,4,19,26,42,51,29
9/1/2012,,08 11 21 44 49 22,8,11,21,44,49,22
8/29/2012,,25 28 49 54 56 28,25,28,49,54,56,28
8/25/2012,,01 06 07 20 49 23,1,6,7,20,49,23
8/22/2012,,22 29 31 47 55 19,22,29,31,47,55,19
8/18/2012,,14 26 41 55 59 01,14,26,41,55,59,1
8/15/2012,,06 27 46 51 56 21,6,27,46,51,56,21
8/11/2012,,04 13 39 46 51 01,4,13,39,46,51,1
8/8/2012,,03 07 11 15 28 12,3,7,11,15,28,12
8/4/2012,,19 30 48 53 55 18,19,30,48,53,55,18
8/1/2012,,03 16 48 56 58 04,3,16,48,56,58,4
7/28/2012,,05 06 13 36 50 13,5,6,13,36,50,13
7/25/2012,,03 14 35 38 46 16,3,14,35,38,46,16
7/21/2012,,09 31 38 54 56 20,9,31,38,54,56,20
7/18/2012,,02 05 20 23 57 03,2,5,20,23,57,3
7/14/2012,,04 16 32 37 46 13,4,16,32,37,46,13
7/11/2012,,05 22 36 49 55 23,5,22,36,49,55,23
7/7/2012,,03 05 29 39 59 29,3,5,29,39,59,29
7/4/2012,,14 19 35 39 56 33,14,19,35,39,56,33
6/30/2012,,07 15 20 41 44 22,7,15,20,41,44,22
6/27/2012,,06 34 40 46 58 06,6,34,40,46,58,6
6/23/2012,,01 03 41 44 53 30,1,3,41,44,53,30
6/20/2012,,11 17 29 56 57 14,11,17,29,56,57,14
6/16/2012,,08 14 15 16 27 26,8,14,15,16,27,26
6/13/2012,,07 10 14 33 57 18,7,10,14,33,57,18
6/9/2012,,18 22 45 56 57 27,18,22,45,56,57,27
6/6/2012,,19 30 33 48 59 27,19,30,33,48,59,27
6/2/2012,,09 10 17 29 45 33,9,10,17,29,45,33
5/30/2012,,09 10 24 52 56 14,9,10,24,52,56,14
5/26/2012,,13 14 41 49 59 14,13,14,41,49,59,14
5/23/2012,,04 07 26 53 59 32,4,7,26,53,59,32
5/19/2012,,08 13 35 46 51 30,8,13,35,46,51,30
5/16/2012,,03 07 21 28 43 02,3,7,21,28,43,2
5/12/2012,,10 24 35 53 58 22,10,24,35,53,58,22
5/9/2012,,01 07 11 55 56 01,1,7,11,55,56,1
5/5/2012,,09 12 20 44 59 23,9,12,20,44,59,23
5/2/2012,,07 08 33 38 50 29,7,8,33,38,50,29
4/28/2012,,31 39 40 57 58 33,31,39,40,57,58,33
4/25/2012,,04 25 29 34 43 29,4,25,29,34,43,29
4/21/2012,,06 08 20 42 51 16,6,8,20,42,51,16
4/18/2012,,20 22 39 46 49 29,20,22,39,46,49,29
4/14/2012,,14 15 16 19 24 02,14,15,16,19,24,2
4/11/2012,,16 23 42 44 47 02,16,23,42,44,47,2
4/7/2012,,05 13 17 20 30 18,5,13,17,20,30,18
4/4/2012,,01 24 33 45 49 06,1,24,33,45,49,6
3/31/2012,,05 14 36 54 58 27,5,14,36,54,58,27
3/28/2012,,11 16 29 50 58 33,11,16,29,50,58,33
3/24/2012,,01 15 35 37 47 08,1,15,35,37,47,8
3/21/2012,,32 43 53 55 56 06,32,43,53,55,56,6
3/17/2012,,11 14 49 55 58 30,11,14,49,55,58,30
3/14/2012,,01 08 41 46 59 24,1,8,41,46,59,24
3/10/2012,,05 14 17 20 41 05,5,14,17,20,41,5
3/7/2012,,12 35 45 46 47 12,12,35,45,46,47,12
3/3/2012,,29 30 45 47 49 35,29,30,45,47,49,35
2/29/2012,,01 04 11 23 26 14,1,4,11,23,26,14
2/25/2012,,06 11 42 53 54 07,6,11,42,53,54,7
2/22/2012,,07 16 17 39 51 32,7,16,17,39,51,32
2/18/2012,,23 28 50 56 59 05,23,28,50,56,59,5
2/15/2012,,11 12 32 52 56 11,11,12,32,52,56,11
2/11/2012,,01 10 37 52 57 11,1,10,37,52,57,11
2/8/2012,,17 28 38 39 51 33,17,28,38,39,51,33
2/4/2012,,15 23 43 45 56 07,15,23,43,45,56,7
2/1/2012,,08 13 17 34 59 35,8,13,17,34,59,35
1/28/2012,,05 33 41 54 59 13,5,33,41,54,59,13
1/25/2012,,04 19 28 29 47 05,4,19,28,29,47,5
1/21/2012,,12 24 43 44 45 07,12,24,43,44,45,7
1/18/2012,,06 29 34 44 50 28,6,29,34,44,50,28
1/14/2012,5,10 30 36 38 41 01,10,30,36,38,41,1
1/11/2012,2,05 19 29 45 47 25,5,19,29,45,47,25
1/7/2012,5,03 21 24 38 39 24,3,21,24,38,39,24
1/4/2012,4,21 35 46 47 50 02,21,35,46,47,50,2
12/31/2011,4,05 23 25 28 40 34,5,23,25,28,40,34
12/28/2011,2,16 21 27 41 45 14,16,21,27,41,45,14
12/24/2011,2,14 16 30 51 52 19,14,16,30,51,52,19
12/21/2011,5,10 13 15 31 54 18,10,13,15,31,54,18
12/17/2011,4,13 28 49 51 59 33,13,28,49,51,59,33
12/14/2011,5,02 24 46 52 56 19,2,24,46,52,56,19
12/10/2011,5,04 19 33 41 59 09,4,19,33,41,59,9
12/7/2011,2,03 14 20 39 40 37,3,14,20,39,40,37
12/3/2011,3,05 18 33 43 45 08,5,18,33,43,45,8
11/30/2011,2,02 06 34 35 47 22,2,6,34,35,47,22
11/26/2011,2,20 37 39 45 55 28,20,37,39,45,55,28
11/23/2011,2,04 30 35 57 59 25,4,30,35,57,59,25
11/19/2011,3,09 16 17 28 30 11,9,16,17,28,30,11
11/16/2011,2,13 22 25 39 51 28,13,22,25,39,51,28
11/12/2011,5,04 35 36 51 56 08,4,35,36,51,56,8
11/9/2011,3,05 35 57 58 59 12,5,35,57,58,59,12
11/5/2011,3,02 33 39 40 43 26,2,33,39,40,43,26
11/2/2011,4,12 14 34 39 46 36,12,14,34,39,46,36
10/29/2011,5,11 16 40 51 56 38,11,16,40,51,56,38
10/26/2011,3,01 18 21 39 55 06,1,18,21,39,55,6
10/22/2011,4,03 08 23 30 58 13,3,8,23,30,58,13
10/19/2011,5,16 26 35 52 58 02,16,26,35,52,58,2
10/15/2011,4,05 10 24 38 43 01,5,10,24,38,43,1
10/12/2011,3,10 12 23 43 47 18,10,12,23,43,47,18
10/8/2011,5,03 27 35 37 45 31,3,27,35,37,45,31
10/5/2011,4,07 20 43 46 54 17,7,20,43,46,54,17
10/1/2011,3,01 12 23 27 43 31,1,12,23,27,43,31
9/28/2011,2,30 41 50 51 53 08,30,41,50,51,53,8
9/24/2011,5,03 04 12 27 44 26,3,4,12,27,44,26
9/21/2011,4,12 47 48 52 55 13,12,47,48,52,55,13
9/17/2011,2,06 20 22 32 43 11,6,20,22,32,43,11
9/14/2011,3,16 41 42 50 59 05,16,41,42,50,59,5
9/10/2011,4,04 19 22 32 53 24,4,19,22,32,53,24
9/7/2011,4,03 05 18 27 54 13,3,5,18,27,54,13
9/3/2011,5,15 25 52 53 54 02,15,25,52,53,54,2
8/31/2011,5,13 19 35 47 57 29,13,19,35,47,57,29
8/27/2011,3,02 12 25 54 58 14,2,12,25,54,58,14
8/24/2011,5,09 13 47 49 53 39,9,13,47,49,53,39
8/20/2011,2,02 17 23 28 47 36,2,17,23,28,47,36
8/17/2011,4,18 28 31 48 52 37,18,28,31,48,52,37
8/13/2011,2,09 12 35 50 58 04,9,12,35,50,58,4
8/10/2011,4,11 18 36 41 46 38,11,18,36,41,46,38
8/6/2011,3,25 30 54 57 59 06,25,30,54,57,59,6
8/3/2011,2,13 19 21 28 49 11,13,19,21,28,49,11
7/30/2011,2,20 40 41 47 55 19,20,40,41,47,55,19
7/27/2011,2,38 40 41 51 59 33,38,40,41,51,59,33
7/23/2011,3,01 07 27 38 48 30,1,7,27,38,48,30
7/20/2011,4,01 04 38 40 42 17,1,4,38,40,42,17
7/16/2011,3,24 28 48 50 54 25,24,28,48,50,54,25
7/13/2011,4,08 18 19 32 54 08,8,18,19,32,54,8
7/9/2011,3,01 09 11 23 31 06,1,9,11,23,31,6
7/6/2011,2,11 15 24 50 55 08,11,15,24,50,55,8
7/2/2011,3,01 11 18 29 51 32,1,11,18,29,51,32
6/29/2011,3,24 30 45 57 59 26,24,30,45,57,59,26
6/25/2011,4,18 36 39 41 57 12,18,36,39,41,57,12
6/22/2011,4,12 15 19 46 59 12,12,15,19,46,59,12
6/18/2011,2,12 21 22 38 41 18,12,21,22,38,41,18
6/15/2011,4,19 20 38 41 43 29,19,20,38,41,43,29
6/11/2011,3,16 18 27 36 50 08,16,18,27,36,50,8
6/8/2011,5,14 37 44 45 53 29,14,37,44,45,53,29
6/4/2011,5,17 19 39 41 58 21,17,19,39,41,58,21
6/1/2011,4,08 18 38 46 56 31,8,18,38,46,56,31
5/28/2011,4,12 20 43 51 55 11,12,20,43,51,55,11
5/25/2011,2,04 23 31 42 50 23,4,23,31,42,50,23
5/21/2011,3,02 08 40 49 50 36,2,8,40,49,50,36
5/18/2011,4,07 12 13 42 49 16,7,12,13,42,49,16
5/14/2011,2,08 17 18 40 44 16,8,17,18,40,44,16
5/11/2011,3,09 17 32 43 45 31,9,17,32,43,45,31
5/7/2011,4,02 11 27 47 55 15,2,11,27,47,55,15
5/4/2011,4,03 15 27 29 41 24,3,15,27,29,41,24
4/30/2011,2,06 13 15 32 41 03,6,13,15,32,41,3
4/27/2011,2,04 24 40 44 55 05,4,24,40,44,55,5
4/23/2011,3,03 11 47 48 58 19,3,11,47,48,58,19
4/20/2011,3,09 24 34 36 43 27,9,24,34,36,43,27
4/16/2011,5,21 33 44 45 55 07,21,33,44,45,55,7
4/13/2011,3,04 23 39 49 50 39,4,23,39,49,50,39
4/9/2011,4,05 14 32 53 56 11,5,14,32,53,56,11
4/6/2011,2,10 18 41 55 56 15,10,18,41,55,56,15
4/2/2011,2,06 22 34 43 45 23,6,22,34,43,45,23
3/30/2011,4,19 20 42 56 58 37,19,20,42,56,58,37
3/26/2011,4,04 10 11 19 33 27,4,10,11,19,33,27
3/23/2011,2,05 15 26 28 32 09,5,15,26,28,32,9
3/19/2011,2,03 11 20 27 46 08,3,11,20,27,46,8
3/16/2011,3,28 39 40 48 53 09,28,39,40,48,53,9
3/12/2011,4,01 04 12 41 47 03,1,4,12,41,47,3
3/9/2011,2,12 20 28 40 48 08,12,20,28,40,48,8
3/5/2011,2,02 23 31 42 48 21,2,23,31,42,48,21
3/2/2011,2,07 31 50 51 58 06,7,31,50,51,58,6
2/26/2011,5,04 13 17 21 45 10,4,13,17,21,45,10
2/23/2011,3,29 32 36 39 49 29,29,32,36,39,49,29
2/19/2011,5,03 12 34 37 42 36,3,12,34,37,42,36
2/16/2011,2,09 13 21 23 48 24,9,13,21,23,48,24
2/12/2011,4,11 32 36 48 52 19,11,32,36,48,52,19
2/9/2011,4,07 11 39 42 51 30,7,11,39,42,51,30
2/5/2011,5,15 37 41 56 59 05,15,37,41,56,59,5
2/2/2011,4,03 14 33 53 57 36,3,14,33,53,57,36
1/29/2011,4,24 28 45 49 52 02,24,28,45,49,52,2
1/26/2011,3,04 05 36 47 58 06,4,5,36,47,58,6
1/22/2011,2,30 31 34 45 51 23,30,31,34,45,51,23
1/19/2011,3,22 36 51 56 59 32,22,36,51,56,59,32
1/15/2011,3,09 13 22 23 37 31,9,13,22,23,37,31
1/12/2011,4,19 21 23 40 48 27,19,21,23,40,48,27
1/8/2011,2,06 07 26 33 52 24,6,7,26,33,52,24
1/5/2011,5,22 26 32 38 40 07,22,26,32,38,40,7
1/1/2011,2,18 22 37 47 54 36,18,22,37,47,54,36
12/29/2010,2,03 16 18 20 37 30,3,16,18,20,37,30
12/25/2010,2,01 17 38 50 52 24,1,17,38,50,52,24
12/22/2010,2,11 33 44 46 47 12,11,33,44,46,47,12
12/18/2010,4,04 11 19 33 43 14,4,11,19,33,43,14
12/15/2010,5,10 11 18 32 45 18,10,11,18,32,45,18
12/11/2010,2,01 08 10 19 20 23,1,8,10,19,20,23
12/8/2010,4,08 11 25 41 58 16,8,11,25,41,58,16
12/4/2010,5,13 24 27 31 42 22,13,24,27,31,42,22
12/1/2010,3,05 10 11 12 20 02,5,10,11,12,20,2
11/27/2010,5,10 30 37 47 54 39,10,30,37,47,54,39
11/24/2010,3,08 20 21 32 37 04,8,20,21,32,37,4
11/20/2010,5,10 12 38 53 57 01,10,12,38,53,57,1
11/17/2010,3,14 16 53 54 59 05,14,16,53,54,59,5
11/13/2010,5,17 30 48 51 54 29,17,30,48,51,54,29
11/10/2010,4,05 08 11 40 44 10,5,8,11,40,44,10
11/6/2010,4,07 12 23 34 38 33,7,12,23,34,38,33
11/3/2010,2,34 38 39 45 50 33,34,38,39,45,50,33
10/30/2010,5,01 07 27 36 49 39,1,7,27,36,49,39
10/27/2010,5,20 24 25 53 59 15,20,24,25,53,59,15
10/23/2010,4,02 07 16 20 46 34,2,7,16,20,46,34
10/20/2010,3,07 17 20 39 59 17,7,17,20,39,59,17
10/16/2010,2,11 12 15 16 28 11,11,12,15,16,28,11
10/13/2010,4,12 22 32 34 46 02,12,22,32,34,46,2
10/9/2010,3,02 06 32 42 49 35,2,6,32,42,49,35
10/6/2010,5,14 26 37 41 46 24,14,26,37,41,46,24
10/2/2010,4,12 20 30 36 47 25,12,20,30,36,47,25
9/29/2010,4,13 44 51 52 55 30,13,44,51,52,55,30
9/25/2010,2,08 16 27 35 42 30,8,16,27,35,42,30
9/22/2010,5,10 24 36 52 55 15,10,24,36,52,55,15
9/18/2010,4,01 18 37 39 44 13,1,18,37,39,44,13
9/15/2010,5,07 20 21 34 43 34,7,20,21,34,43,34
9/11/2010,4,07 17 20 36 59 33,7,17,20,36,59,33
9/8/2010,5,10 35 39 51 57 20,10,35,39,51,57,20
9/4/2010,2,11 14 22 33 42 38,11,14,22,33,42,38
9/1/2010,3,17 20 21 40 51 19,17,20,21,40,51,19
8/28/2010,4,04 22 27 32 56 13,4,22,27,32,56,13
8/25/2010,3,16 17 29 31 36 23,16,17,29,31,36,23
8/21/2010,2,07 10 12 22 27 26,7,10,12,22,27,26
8/18/2010,3,04 32 33 47 55 39,4,32,33,47,55,39
8/14/2010,2,09 33 36 50 58 31,9,33,36,50,58,31
8/11/2010,2,07 10 22 23 52 29,7,10,22,23,52,29
8/7/2010,5,04 22 26 31 52 30,4,22,26,31,52,30
8/4/2010,4,19 28 30 37 53 36,19,28,30,37,53,36
7/31/2010,3,01 16 17 41 57 15,1,16,17,41,57,15
7/28/2010,5,01 11 20 25 27 02,1,11,20,25,27,2
7/24/2010,2,20 30 38 46 59 27,20,30,38,46,59,27
7/21/2010,3,16 22 30 51 58 25,16,22,30,51,58,25
7/17/2010,4,22 27 35 37 45 03,22,27,35,37,45,3
7/14/2010,3,20 21 23 38 42 06,20,21,23,38,42,6
7/10/2010,4,20 21 27 28 56 04,20,21,27,28,56,4
7/7/2010,2,10 41 44 48 56 04,10,41,44,48,56,4
7/3/2010,3,03 10 14 52 53 03,3,10,14,52,53,3
6/30/2010,5,06 38 43 47 48 27,6,38,43,47,48,27
6/26/2010,4,13 30 32 38 57 25,13,30,32,38,57,25
6/23/2010,3,11 30 45 47 48 10,11,30,45,47,48,10
6/19/2010,3,09 30 31 50 54 39,9,30,31,50,54,39
6/16/2010,5,08 11 18 29 36 06,8,11,18,29,36,6
6/12/2010,10,09 12 13 35 38 30,9,12,13,35,38,30
6/9/2010,4,14 22 27 32 49 05,14,22,27,32,49,5
6/5/2010,4,18 34 40 48 59 25,18,34,40,48,59,25
6/2/2010,4,04 09 14 39 43 38,4,9,14,39,43,38
5/29/2010,4,01 03 24 28 41 10,1,3,24,28,41,10
5/26/2010,4,01 06 10 13 20 32,1,6,10,13,20,32
5/22/2010,2,19 20 40 47 57 29,19,20,40,47,57,29
5/19/2010,3,02 07 29 55 58 27,2,7,29,55,58,27
5/15/2010,2,15 21 23 28 36 20,15,21,23,28,36,20
5/12/2010,2,37 51 52 53 58 38,37,51,52,53,58,38
5/8/2010,5,05 22 34 41 57 31,5,22,34,41,57,31
5/5/2010,4,13 34 40 47 57 11,13,34,40,47,57,11
5/1/2010,4,16 23 25 49 58 20,16,23,25,49,58,20
4/28/2010,4,12 22 25 28 44 24,12,22,25,28,44,24
4/24/2010,2,01 12 53 56 57 05,1,12,53,56,57,5
4/21/2010,2,11 34 41 49 55 20,11,34,41,49,55,20
4/17/2010,5,05 21 22 41 49 15,5,21,22,41,49,15
4/14/2010,3,06 14 32 38 52 20,6,14,32,38,52,20
4/10/2010,2,21 22 49 52 58 34,21,22,49,52,58,34
4/7/2010,2,04 36 40 44 52 33,4,36,40,44,52,33
4/3/2010,4,10 15 31 52 59 04,10,15,31,52,59,4
3/31/2010,5,05 13 17 45 54 12,5,13,17,45,54,12
3/27/2010,4,07 21 32 44 52 10,7,21,32,44,52,10
3/24/2010,3,14 20 24 39 49 07,14,20,24,39,49,7
3/20/2010,2,09 36 39 44 45 09,9,36,39,44,45,9
3/17/2010,2,24 26 45 48 55 08,24,26,45,48,55,8
3/13/2010,5,06 16 20 31 36 08,6,16,20,31,36,8
3/10/2010,2,17 21 37 41 50 01,17,21,37,41,50,1
3/6/2010,2,10 29 33 41 59 15,10,29,33,41,59,15
3/3/2010,4,07 09 14 45 49 23,7,9,14,45,49,23
2/27/2010,2,18 47 51 53 58 30,18,47,51,53,58,30
2/24/2010,2,04 17 35 50 57 12,4,17,35,50,57,12
2/20/2010,2,13 27 37 41 54 32,13,27,37,41,54,32
2/17/2010,3,07 08 19 26 36 15,7,8,19,26,36,15
2/13/2010,4,10 14 30 40 51 01,10,14,30,40,51,1
2/10/2010,5,05 08 29 37 38 34,5,8,29,37,38,34
2/6/2010,3,14 22 52 54 59 04,14,22,52,54,59,4
2/3/2010,2,17 22 36 37 52 24,17,22,36,37,52,24
